timestamp,open,close,high,low,volume
1970-01-01 00:28:55.669440,94069,94026,94074,94026,0.62078572
1970-01-01 00:28:55.669500,94031,94143,94143,94029,0.33128434
1970-01-01 00:28:55.669560,94116,94101,94145,94081,1.58620598
1970-01-01 00:28:55.669620,94076,93979,94076,93942,1.3623991
1970-01-01 00:28:55.669680,93986,94074,94074,93986,0.00753688
1970-01-01 00:28:55.669740,94071,94080,94080,94070,0.61153344
1970-01-01 00:28:55.669800,94086,94142,94142,94086,0.57417857
1970-01-01 00:28:55.669860,94143,94221,94221,94143,1.52664647
1970-01-01 00:28:55.669920,94223,94253,94271,94223,0.27509284
1970-01-01 00:28:55.669980,94271,94282,94282,94271,0.53534308
1970-01-01 00:28:55.670040,94267,94253,94311,94253,0.58407046
1970-01-01 00:28:55.670100,94243,94164,94247,94164,0.89662602
1970-01-01 00:28:55.670160,94164,94147,94191,94147,0.86701617
1970-01-01 00:28:55.670220,94147,94075,94147,94056,0.60858165
1970-01-01 00:28:55.670280,94094,94146,94146,94094,0.59099758
1970-01-01 00:28:55.670340,94145,94150,94150,94145,0.57263339
1970-01-01 00:28:55.670400,94167,94210,94217,94167,0.53659858
1970-01-01 00:28:55.670460,94217,94155,94217,94155,0.41849886999999997
1970-01-01 00:28:55.670520,94155,94124,94186,94124,1.1925059
1970-01-01 00:28:55.670580,94124,94205,94219,94122,0.35946078000000004
1970-01-01 00:28:55.670640,94205,94207,94207,94167,0.72230167
1970-01-01 00:28:55.670700,94209,94181,94221,94181,0.61600155
1970-01-01 00:28:55.670760,94181,94262,94262,94167,0.5087975
1970-01-01 00:28:55.670820,94250,94249,94259,94249,0.52657261
1970-01-01 00:28:55.670880,94260,94300,94300,94260,0.38413059
1970-01-01 00:28:55.670940,94300,94290,94303,94290,0.59011004
1970-01-01 00:28:55.671000,94300,94278,94317,94278,0.00461885
1970-01-01 00:28:55.671060,94278,94215,94278,94195,0.64549207
1970-01-01 00:28:55.671120,94214,94145,94217,94145,0.31303642
1970-01-01 00:28:55.671180,94121,94072,94121,94071,0.52689704
1970-01-01 00:28:55.671240,94071,94061,94071,94033,0.64633431
1970-01-01 00:28:55.671300,94059,93993,94059,93987,0.6260669
1970-01-01 00:28:55.671360,93998,93998,94002,93998,0.45444807
1970-01-01 00:28:55.671420,93999,93976,93999,93976,0.8623236400000001
1970-01-01 00:28:55.671480,93964,94002,94002,93964,0.01628353
1970-01-01 00:28:55.671540,94032,94018,94034,94018,0.87492905
1970-01-01 00:28:55.671600,94017,94078,94078,94017,0.01359104
1970-01-01 00:28:55.671660,94065,94055,94065,94051,0.85442529
1970-01-01 00:28:55.671720,94056,94061,94073,94045,1.26449728
1970-01-01 00:28:55.671780,94048,94046,94048,94022,1.12149645
1970-01-01 00:28:55.671840,94041,94072,94072,94041,0.56539395
1970-01-01 00:28:55.671900,94043,94102,94102,94043,0.30531791
1970-01-01 00:28:55.671960,94075,94116,94116,94038,1.38349878
1970-01-01 00:28:55.672020,94116,94125,94125,94116,0.0011706
1970-01-01 00:28:55.672080,94126,94206,94206,94126,0.86489001
1970-01-01 00:28:55.672140,94170,94176,94176,94170,0.32847244
1970-01-01 00:28:55.672200,94206,94272,94272,94206,0.82418631
1970-01-01 00:28:55.672260,94287,94402,94415,94287,3.12888298
1970-01-01 00:28:55.672320,94400,94399,94404,94399,0.28624226
1970-01-01 00:28:55.672380,94389,94427,94428,94389,0.53811562
1970-01-01 00:28:55.672440,94413,94407,94431,94407,0.87627819
1970-01-01 00:28:55.672500,94390,94328,94391,94328,0.70519437
1970-01-01 00:28:55.672560,94321,94318,94322,94316,0.59418406
1970-01-01 00:28:55.672620,94315,94248,94315,94248,0.00456497
1970-01-01 00:28:55.672680,94232,94201,94256,94201,1.29030246
1970-01-01 00:28:55.672740,94201,94191,94201,94191,0.31849271
1970-01-01 00:28:55.672800,94201,94127,94201,94127,0.34098549
1970-01-01 00:28:55.672860,94112,94111,94112,94111,0.28599032
1970-01-01 00:28:55.672920,94099,94097,94099,94097,0.5649245500000001
1970-01-01 00:28:55.672980,94099,94122,94146,94099,0.3771491
1970-01-01 00:28:55.673040,94121,94095,94121,94095,0.30356520000000004
1970-01-01 00:28:55.673100,94100,94142,94142,94100,0.64445877
1970-01-01 00:28:55.673160,94142,94148,94169,94142,0.53366817
1970-01-01 00:28:55.673220,94148,94150,94150,94148,0.55178959
1970-01-01 00:28:55.673280,94147,94132,94147,94132,0.2810574
1970-01-01 00:28:55.673340,94130,94099,94133,94099,0.34869571
1970-01-01 00:28:55.673400,94100,94141,94141,94100,0.26666514
1970-01-01 00:28:55.673460,94140,94111,94140,94111,0.55834824
1970-01-01 00:28:55.673520,94111,94112,94112,94111,0.0003412
1970-01-01 00:28:55.673580,94125,94074,94129,94068,0.89620948
1970-01-01 00:28:55.673640,94071,94069,94073,94069,0.6041037
1970-01-01 00:28:55.673700,94072,94073,94073,94072,0.204508
1970-01-01 00:28:55.673760,94074,94051,94097,94049,0.84406756
1970-01-01 00:28:55.673820,94048,94038,94048,94038,0.01140075
1970-01-01 00:28:55.673880,94039,94069,94069,94039,0.53346154
1970-01-01 00:28:55.673940,94070,94079,94080,94070,0.83069558
1970-01-01 00:28:55.674000,94074,94059,94076,94059,0.48933685
1970-01-01 00:28:55.674060,94058,94041,94058,94041,0.36814253
1970-01-01 00:28:55.674120,94040,94003,94040,94003,0.37666562
1970-01-01 00:28:55.674180,94003,93870,94003,93870,0.2372432
1970-01-01 00:28:55.674240,93901,93947,93947,93901,0.6240437799999999
1970-01-01 00:28:55.674300,93952,94032,94032,93952,0.56674238
1970-01-01 00:28:55.674360,94039,94012,94039,94010,0.6521896699999999
1970-01-01 00:28:55.674420,94014,94040,94040,94010,0.26678419999999997
1970-01-01 00:28:55.674480,94041,94115,94142,94041,0.29443220999999997
1970-01-01 00:28:55.674540,94115,94176,94176,94115,1.29957331
1970-01-01 00:28:55.674600,94189,94193,94220,94189,0.75783285
1970-01-01 00:28:55.674660,94190,94241,94241,94190,0.3042708
1970-01-01 00:28:55.674720,94241,94311,94311,94241,0.9257151100000001
1970-01-01 00:28:55.674780,94301,94271,94308,94271,0.85551952
1970-01-01 00:28:55.674840,94240,94198,94240,94198,0.25490133
1970-01-01 00:28:55.674900,94216,94223,94230,94216,0.29875958
1970-01-01 00:28:55.674960,94226,94243,94244,94226,0.62194626
1970-01-01 00:28:55.675020,94244,94281,94282,94244,0.29953820000000003
1970-01-01 00:28:55.675080,94282,94276,94311,94273,1.06901792
1970-01-01 00:28:55.675140,94275,94319,94319,94275,0.32422344999999997
1970-01-01 00:28:55.675200,94313,94326,94331,94313,0.6057114
1970-01-01 00:28:55.675260,94330,94329,94330,94329,0.30416937
1970-01-01 00:28:55.675320,94327,94284,94329,94284,0.63082669
1970-01-01 00:28:55.675380,94291,94293,94293,94291,0.32931012000000004
1970-01-01 00:28:55.675440,94292,94272,94296,94272,0.85999153
1970-01-01 00:28:55.675500,94267,94273,94273,94267,0.54927232
1970-01-01 00:28:55.675560,94267,94316,94331,94267,0.59072567
1970-01-01 00:28:55.675620,94334,94317,94341,94317,0.29433302
1970-01-01 00:28:55.675680,94340,94343,94343,94340,0.2848881
1970-01-01 00:28:55.675740,94343,94345,94345,94343,0.28413581
1970-01-01 00:28:55.675800,94342,94243,94348,94243,0.58319438
1970-01-01 00:28:55.675860,94243,94114,94243,94111,1.07107928
1970-01-01 00:28:55.675920,94112,94105,94134,94104,0.29651157
1970-01-01 00:28:55.675980,94104,94061,94104,94061,0.57903182
1970-01-01 00:28:55.676040,94063,94105,94105,94063,1.2766384800000001
1970-01-01 00:28:55.676100,94104,94069,94104,94069,0.006341
1970-01-01 00:28:55.676160,94064,94076,94076,94038,0.71212372
1970-01-01 00:28:55.676220,94093,94111,94111,94093,0.83253174
1970-01-01 00:28:55.676280,94112,94078,94120,94078,0.39129995
1970-01-01 00:28:55.676340,94077,94121,94121,94076,0.57195805
1970-01-01 00:28:55.676400,94125,94143,94143,94125,0.28900885
1970-01-01 00:28:55.676460,94157,94214,94214,94157,0.58704595
1970-01-01 00:28:55.676520,94214,94249,94273,94214,0.54144183
1970-01-01 00:28:55.676640,94250,94249,94251,94249,0.59526096
1970-01-01 00:28:55.676700,94224,94212,94224,94204,0.35635446
1970-01-01 00:28:55.676760,94224,94266,94266,94224,0.88962081
1970-01-01 00:28:55.676820,94259,94212,94259,94212,0.2899176
1970-01-01 00:28:55.676880,94212,94227,94227,94212,0.82181358
1970-01-01 00:28:55.676940,94228,94257,94258,94228,0.36451876
1970-01-01 00:28:55.677000,94242,94219,94242,94207,1.01951687
1970-01-01 00:28:55.677060,94211,94145,94211,94145,0.31266858
1970-01-01 00:28:55.677120,94146,94109,94148,94109,0.54497235
1970-01-01 00:28:55.677180,94109,94109,94109,94109,0.001085
1970-01-01 00:28:55.677240,94083,94072,94083,94071,0.58328973
1970-01-01 00:28:55.677300,94072,94074,94074,94072,0.32331614
1970-01-01 00:28:55.677360,94074,93984,94074,93984,0.11231400000000001
1970-01-01 00:28:55.677420,93984,93942,93985,93942,0.94167024
1970-01-01 00:28:55.677480,93942,93898,93942,93897,0.97120826
1970-01-01 00:28:55.677540,93898,93951,93951,93898,0.31876263
1970-01-01 00:28:55.677600,93926,93885,93926,93885,0.17193197
1970-01-01 00:28:55.677660,93886,93915,93958,93886,0.85255909
1970-01-01 00:28:55.677720,93915,93873,93915,93862,1.29324507
1970-01-01 00:28:55.677780,93874,93877,93877,93869,0.51961105
1970-01-01 00:28:55.677840,93872,93856,93877,93856,0.58276565
1970-01-01 00:28:55.677900,93838,93763,93843,93763,1.14086156
1970-01-01 00:28:55.677960,93769,93772,93772,93766,0.63309962
1970-01-01 00:28:55.678020,93820,93890,93890,93820,0.28992378
1970-01-01 00:28:55.678080,93881,93882,93885,93867,1.20051248
1970-01-01 00:28:55.678140,93885,93960,93960,93885,1.0179418
1970-01-01 00:28:55.678200,93917,93897,93917,93897,0.16679072
1970-01-01 00:28:55.678260,93898,93872,93901,93857,1.5476598799999999
1970-01-01 00:28:55.678320,93869,93814,93870,93813,0.71588021
1970-01-01 00:28:55.678380,93813,93790,93813,93767,0.9691799999999999
1970-01-01 00:28:55.678440,93799,93805,93820,93799,0.4505406
1970-01-01 00:28:55.678500,93805,93725,93810,93725,0.70646285
1970-01-01 00:28:55.678560,93725,93617,93726,93617,0.4282757
1970-01-01 00:28:55.678620,93618,93653,93653,93618,0.86481081
1970-01-01 00:28:55.678680,93695,93653,93701,93653,1.0137726
1970-01-01 00:28:55.678740,93673,93755,93805,93673,6.48932487
1970-01-01 00:28:55.678800,93720,93847,93868,93720,1.38972572
1970-01-01 00:28:55.678860,93840,93857,93902,93840,0.86319957
1970-01-01 00:28:55.678920,93857,93830,93857,93830,0.36200381000000004
1970-01-01 00:28:55.678980,93830,93828,93830,93828,0.31372866
1970-01-01 00:28:55.679040,93827,93842,93842,93827,0.88131491
1970-01-01 00:28:55.679100,93838,93833,93842,93833,0.71871536
1970-01-01 00:28:55.679160,93833,93783,93833,93773,0.22953927
1970-01-01 00:28:55.679220,93807,93786,93807,93781,1.11730336
1970-01-01 00:28:55.679280,93782,93782,93783,93781,0.79005927
1970-01-01 00:28:55.679340,93781,93684,93781,93628,1.55241304
1970-01-01 00:28:55.679400,93684,93669,93684,93669,0.0076294200000000005
1970-01-01 00:28:55.679460,93667,93714,93714,93663,1.18853859
1970-01-01 00:28:55.679520,93712,93727,93734,93711,0.71843629
1970-01-01 00:28:55.679580,93724,93694,93732,93694,1.02104822
1970-01-01 00:28:55.679640,93694,93704,93704,93694,1.0781984
1970-01-01 00:28:55.679700,93699,93676,93699,93675,0.32799943
1970-01-01 00:28:55.679760,93676,93710,93730,93676,0.94507517
1970-01-01 00:28:55.679820,93710,93698,93710,93689,0.78651428
1970-01-01 00:28:55.679880,93694,93700,93701,93692,1.14513337
1970-01-01 00:28:55.679940,93700,93763,93776,93700,0.57473492
1970-01-01 00:28:55.680000,93750,93770,93770,93750,0.27897024
1970-01-01 00:28:55.680060,93770,93778,93778,93749,0.69915846
1970-01-01 00:28:55.680120,93777,93871,93871,93777,1.27267114
1970-01-01 00:28:55.680180,93877,93854,93879,93853,0.71504836
1970-01-01 00:28:55.680240,93854,93868,93868,93854,0.55092277
1970-01-01 00:28:55.680300,93871,93881,93893,93871,1.52814651
1970-01-01 00:28:55.680360,93877,93855,93895,93855,1.0837309099999999
1970-01-01 00:28:55.680420,93854,93743,93854,93743,0.54223728
1970-01-01 00:28:55.680480,93743,93761,93761,93731,1.0205061500000001
1970-01-01 00:28:55.680540,93761,93765,93765,93761,0.58988378
1970-01-01 00:28:55.680600,93760,93765,93765,93760,0.44024588000000003
1970-01-01 00:28:55.680660,93813,93866,93869,93813,0.91759811
1970-01-01 00:28:55.680720,93866,93859,93866,93859,0.32641317000000003
1970-01-01 00:28:55.680780,93832,93872,93872,93832,0.72317299
1970-01-01 00:28:55.680840,93878,93894,93920,93878,1.04074463
1970-01-01 00:28:55.680900,93895,93895,93899,93895,0.5508453
1970-01-01 00:28:55.680960,93895,93925,93925,93895,0.89805643
1970-01-01 00:28:55.681020,93925,94053,94084,93925,0.66557567
1970-01-01 00:28:55.681080,94060,94067,94067,94053,0.61757569
1970-01-01 00:28:55.681140,94072,94103,94120,94072,0.52235301
1970-01-01 00:28:55.681200,94110,94110,94110,94110,0.88145587
1970-01-01 00:28:55.681260,94109,94077,94109,94077,0.61178732
1970-01-01 00:28:55.681320,94077,94060,94077,94060,0.38829212999999996
1970-01-01 00:28:55.681380,94060,94082,94085,94060,0.53045172
1970-01-01 00:28:55.681440,94081,94081,94081,94081,0.28465607
1970-01-01 00:28:55.681500,94081,94074,94081,94073,0.61507087
1970-01-01 00:28:55.681560,94073,94001,94073,94001,0.36119767
1970-01-01 00:28:55.681620,94001,94005,94005,94001,1.31889649
1970-01-01 00:28:55.681680,94002,94013,94013,94002,0.25973354
1970-01-01 00:28:55.681740,94013,94045,94045,94013,0.29496959
1970-01-01 00:28:55.681800,94030,94027,94033,94027,0.63841937
1970-01-01 00:28:55.681860,94027,94027,94027,94027,0.27401734
1970-01-01 00:28:55.681920,94027,94027,94029,94027,0.61219516
1970-01-01 00:28:55.682040,94027,94026,94027,94026,0.5119768
1970-01-01 00:28:55.682100,94027,94027,94027,94027,0.57065466
1970-01-01 00:28:55.682160,94027,94031,94031,94027,0.92736494
1970-01-01 00:28:55.682220,94028,94066,94066,94028,0.72642238
1970-01-01 00:28:55.682340,94067,94040,94070,94039,0.6105967
1970-01-01 00:28:55.682400,94040,93996,94040,93996,0.40464787
1970-01-01 00:28:55.682460,93996,93997,93997,93996,0.27596888999999997
1970-01-01 00:28:55.682520,93997,93998,93999,93997,0.63899071
1970-01-01 00:28:55.682580,93997,93997,93997,93997,0.27350726
1970-01-01 00:28:55.682640,93997,93976,93999,93976,0.57890422
1970-01-01 00:28:55.682700,93976,93886,93976,93885,0.56417408
1970-01-01 00:28:55.682760,93886,93917,93917,93886,0.31010266999999997
1970-01-01 00:28:55.682820,93917,93921,93925,93917,0.8289658
1970-01-01 00:28:55.682880,93920,93886,93920,93886,0.48878902
1970-01-01 00:28:55.682940,93886,93889,93891,93886,0.8511617499999999
1970-01-01 00:28:55.683000,93888,93887,93888,93884,1.10838076
1970-01-01 00:28:55.683060,93885,93886,93887,93885,1.12167002
1970-01-01 00:28:55.683120,93884,93877,93884,93876,1.04747476
1970-01-01 00:28:55.683180,93877,93877,93877,93877,0.25974316000000003
1970-01-01 00:28:55.683240,93876,93901,93901,93800,10.96476071
1970-01-01 00:28:55.683300,93907,93955,93955,93907,0.86818182
1970-01-01 00:28:55.683360,93944,93963,93963,93944,0.26167121
1970-01-01 00:28:55.683420,93968,93925,93972,93925,0.31248734
1970-01-01 00:28:55.683480,93901,93865,93901,93865,0.51090195
1970-01-01 00:28:55.683540,93850,93866,93866,93849,0.79899032
1970-01-01 00:28:55.683600,93863,93817,93881,93817,0.91541124
1970-01-01 00:28:55.683660,93814,93759,93814,93759,0.35780824
1970-01-01 00:28:55.683720,93760,93759,93762,93759,0.71999042
1970-01-01 00:28:55.683780,93759,93760,93760,93759,0.75988048
1970-01-01 00:28:55.683840,93759,93751,93759,93751,0.5504303
1970-01-01 00:28:55.683900,93734,93737,93739,93734,0.87421307
1970-01-01 00:28:55.683960,93736,93738,93738,93736,0.56914498
1970-01-01 00:28:55.684020,93738,93780,93780,93738,0.98123797
1970-01-01 00:28:55.684080,93781,93846,93846,93781,0.31678474999999995
1970-01-01 00:28:55.684140,93844,93872,93872,93844,0.31212575
1970-01-01 00:28:55.684200,93869,93869,93869,93869,0.46458975999999996
1970-01-01 00:28:55.684260,93869,93862,93869,93862,0.54145142
1970-01-01 00:28:55.684320,93843,93811,93843,93811,0.30259886999999996
1970-01-01 00:28:55.684380,93793,93792,93793,93792,0.7655048
1970-01-01 00:28:55.684440,93792,93793,93793,93770,0.62516237
1970-01-01 00:28:55.684500,93812,93813,93829,93810,1.35671729
1970-01-01 00:28:55.684560,93811,93806,93813,93806,0.55495808
1970-01-01 00:28:55.684620,93807,93808,93808,93807,0.5515253099999999
1970-01-01 00:28:55.684680,93808,93846,93850,93808,0.61928012
1970-01-01 00:28:55.684740,93849,93906,93906,93849,1.62170097
1970-01-01 00:28:55.684800,93905,93914,93914,93905,0.25122088
1970-01-01 00:28:55.684860,93914,93938,93938,93910,0.5312667
1970-01-01 00:28:55.684920,93938,93952,93952,93938,0.85330386
1970-01-01 00:28:55.684980,93951,93975,93975,93951,0.2552314
1970-01-01 00:28:55.685040,93949,93934,93949,93934,0.0137954
1970-01-01 00:28:55.685100,93946,93947,93947,93946,0.62415369
1970-01-01 00:28:55.685220,93946,93950,93950,93946,0.8538805
1970-01-01 00:28:55.685280,93946,93947,93947,93946,0.29499342
1970-01-01 00:28:55.685340,93945,93947,93947,93945,0.32123819
1970-01-01 00:28:55.685400,93946,93947,93948,93946,0.86959615
1970-01-01 00:28:55.685460,93945,93879,93945,93879,1.10586949
1970-01-01 00:28:55.685520,93880,93752,93880,93751,1.00975706
1970-01-01 00:28:55.685580,93751,93709,93751,93708,0.40362662
1970-01-01 00:28:55.685640,93708,93705,93708,93703,0.72011544
1970-01-01 00:28:55.685700,93703,93703,93703,93703,0.31294445
1970-01-01 00:28:55.685760,93702,93661,93720,93661,2.79012422
1970-01-01 00:28:55.685820,93661,93597,93661,93528,1.71008133
1970-01-01 00:28:55.685880,93606,93590,93649,93572,1.10197399
1970-01-01 00:28:55.685940,93577,93644,93644,93577,1.4148513999999999
1970-01-01 00:28:55.686000,93630,93603,93633,93603,1.14434155
1970-01-01 00:28:55.686060,93599,93576,93628,93576,1.02377323
1970-01-01 00:28:55.686120,93577,93604,93620,93577,1.61637944
1970-01-01 00:28:55.686180,93628,93693,93723,93628,1.6933703
1970-01-01 00:28:55.686240,93669,93571,93690,93571,0.33335954
1970-01-01 00:28:55.686300,93563,93636,93636,93557,1.11445639
1970-01-01 00:28:55.686360,93600,93601,93601,93600,0.5288887499999999
1970-01-01 00:28:55.686420,93601,93653,93653,93599,0.57311366
1970-01-01 00:28:55.686480,93656,93663,93665,93654,0.89164931
1970-01-01 00:28:55.686540,93665,93782,93783,93665,0.56137715
1970-01-01 00:28:55.686600,93770,93772,93773,93762,0.8009008
1970-01-01 00:28:55.686660,93772,93772,93772,93772,8.5e-05
1970-01-01 00:28:55.686720,93772,93853,93853,93772,0.75338471
1970-01-01 00:28:55.686780,93842,93842,93842,93842,0.23751158
1970-01-01 00:28:55.686840,93849,93869,93871,93849,0.63175828
1970-01-01 00:28:55.686900,93863,93864,93866,93863,0.59810484
1970-01-01 00:28:55.686960,93864,93847,93864,93843,1.03956051
1970-01-01 00:28:55.687020,93844,93834,93855,93809,0.9021496800000001
1970-01-01 00:28:55.687080,93813,93813,93813,93813,0.25121920999999997
1970-01-01 00:28:55.687140,93813,93826,93833,93813,0.8223445899999999
1970-01-01 00:28:55.687200,93818,93797,93818,93797,0.37692568000000004
1970-01-01 00:28:55.687260,93797,93793,93818,93793,0.31063763
1970-01-01 00:28:55.687320,93793,93782,93793,93782,0.59476384
1970-01-01 00:28:55.687380,93783,93784,93784,93783,0.50781623
1970-01-01 00:28:55.687440,93784,93792,93792,93784,0.61535949
1970-01-01 00:28:55.687500,93794,93794,93806,93794,0.72933513
1970-01-01 00:28:55.687560,93794,93830,93830,93794,0.31204462
1970-01-01 00:28:55.687620,93855,93878,93878,93855,0.26049173
1970-01-01 00:28:55.687680,93878,93891,93910,93877,1.39341316
1970-01-01 00:28:55.687740,93881,93881,93881,93881,0.00677776
1970-01-01 00:28:55.687800,93882,93881,93895,93881,0.30616676
1970-01-01 00:28:55.687860,93882,93781,93882,93781,4.43838559
1970-01-01 00:28:55.687920,93782,93780,93796,93780,0.93543056
1970-01-01 00:28:55.687980,93757,93706,93766,93706,1.24655999
1970-01-01 00:28:55.688040,93704,93704,93704,93704,0.06403199999999999
1970-01-01 00:28:55.688100,93704,93680,93704,93680,0.56868233
1970-01-01 00:28:55.688160,93680,93652,93680,93652,0.25994342
1970-01-01 00:28:55.688220,93632,93633,93661,93632,0.68035679
1970-01-01 00:28:55.688280,93632,93632,93632,93632,0.56163983
1970-01-01 00:28:55.688340,93632,93631,93647,93631,0.25398221
1970-01-01 00:28:55.688400,93632,93632,93632,93632,0.5472711100000001
1970-01-01 00:28:55.688460,93632,93632,93632,93632,0.53047034
1970-01-01 00:28:55.688520,93632,93632,93632,93632,0.4676447
1970-01-01 00:28:55.688580,93632,93632,93645,93632,0.83108242
1970-01-01 00:28:55.688640,93633,93642,93642,93633,0.21861575
1970-01-01 00:28:55.688700,93646,93645,93646,93645,0.301781
1970-01-01 00:28:55.688760,93646,93662,93665,93646,1.95540934
1970-01-01 00:28:55.688820,93662,93660,93662,93660,0.26034037
1970-01-01 00:28:55.688880,93652,93654,93660,93652,0.72846669
1970-01-01 00:28:55.688940,93659,93664,93664,93659,0.47697375999999997
1970-01-01 00:28:55.689000,93679,93752,93754,93679,0.53149524
1970-01-01 00:28:55.689060,93756,93806,93810,93756,0.75223324
1970-01-01 00:28:55.689120,93806,93806,93806,93806,8.53e-05
1970-01-01 00:28:55.689180,93810,93841,93860,93810,1.08551057
1970-01-01 00:28:55.689240,93832,93819,93832,93818,0.79685493
1970-01-01 00:28:55.689300,93818,93818,93819,93817,0.37773267
1970-01-01 00:28:55.689360,93818,93835,93835,93818,0.47268983
1970-01-01 00:28:55.689420,93829,93828,93829,93828,0.5733037
1970-01-01 00:28:55.689480,93817,93798,93817,93798,0.89224533
1970-01-01 00:28:55.689540,93798,93759,93798,93759,0.98391111
1970-01-01 00:28:55.689600,93758,93781,93781,93721,1.99090464
1970-01-01 00:28:55.689660,93781,93799,93799,93781,0.69194626
1970-01-01 00:28:55.689720,93799,93812,93812,93799,1.10404728
1970-01-01 00:28:55.689780,93811,93800,93811,93800,0.34965624
1970-01-01 00:28:55.689840,93807,93812,93812,93807,1.1744290400000001
1970-01-01 00:28:55.689900,93812,93812,93812,93812,0.51346709
1970-01-01 00:28:55.689960,93812,93776,93812,93775,1.3099827
1970-01-01 00:28:55.690020,93774,93774,93774,93774,0.02717
1970-01-01 00:28:55.690080,93755,93754,93757,93754,0.62320452
1970-01-01 00:28:55.690140,93745,93745,93745,93745,0.45583168
1970-01-01 00:28:55.690200,93745,93706,93760,93706,0.54331859
1970-01-01 00:28:55.690260,93704,93660,93704,93659,0.78493292
1970-01-01 00:28:55.690320,93660,93678,93678,93660,0.30879418999999997
1970-01-01 00:28:55.690380,93678,93692,93710,93678,0.43991081
1970-01-01 00:28:55.690440,93707,93793,93793,93707,0.55734989
1970-01-01 00:28:55.690500,93792,93812,93812,93790,1.69935364
1970-01-01 00:28:55.690560,93812,93913,93913,93812,6.32138237
1970-01-01 00:28:55.690620,93911,93943,93943,93911,0.26587334
1970-01-01 00:28:55.690680,93943,93945,93945,93943,0.32569357
1970-01-01 00:28:55.690740,93945,93947,93947,93945,1.17568894
1970-01-01 00:28:55.690800,93947,94000,94000,93947,0.7794561600000001
1970-01-01 00:28:55.690860,94000,93969,94029,93969,0.62430817
1970-01-01 00:28:55.690920,93948,93906,93948,93906,0.27309221
1970-01-01 00:28:55.690980,93906,93908,93908,93889,0.83869377
1970-01-01 00:28:55.691040,93896,93907,93907,93896,0.54759412
1970-01-01 00:28:55.691100,93899,93900,93900,93899,0.54754596
1970-01-01 00:28:55.691160,93899,93893,93900,93893,1.01794264
1970-01-01 00:28:55.691220,93894,93896,93896,93894,1.04308078
1970-01-01 00:28:55.691280,93893,93890,93893,93890,0.40340047
1970-01-01 00:28:55.691340,93890,93913,93913,93890,0.86690642
1970-01-01 00:28:55.691400,93910,93949,93949,93910,1.89894742
1970-01-01 00:28:55.691460,93951,93984,94032,93951,1.05504927
1970-01-01 00:28:55.691520,94025,94090,94090,94025,0.5988435
1970-01-01 00:28:55.691580,94086,94083,94086,94083,0.32648686
1970-01-01 00:28:55.691640,94056,94056,94056,94056,0.26881651
1970-01-01 00:28:55.691700,94055,94033,94055,94033,0.57660371
1970-01-01 00:28:55.691760,94032,94032,94032,94032,0.0001706
1970-01-01 00:28:55.691820,94011,93998,94032,93991,1.44021493
